string,anomaly,result
ebbdedce,1,1
abbdbbbd,0,0
aacabbaa,0,0
dbcadbcb,0,0
dbbdbaae,0,0
bbbdbcad,0,0
ebbaedce,1,1
dbcaecbc,0,0
abaacaaa,0,0
aabdaaad,0,0
cbbddaae,0,0
baaacbaa,0,0
eddaddae,2,1
aabdcaae,0,0
aabdcaae,0,0
dbcadbab,0,0
dbbbdbab,0,0
bbbacbbb,0,0
cbbddbae,0,0
cababaaa,0,0
bbbabbaa,0,0
cbbdcbae,0,0
cabdbaad,0,0
bacddaae,0,0
aababbaa,0,0
bcbddbae,0,0
aabdcaad,0,0
ccbacbab,0,0
dbcadbab,0,0
ebbdedce,1,1
edddcdae,2,1
aacdbbad,0,0
cabddbae,0,0
bababbba,0,0
cbbabbab,0,0
abbddaae,0,0
ddcddbae,0,1
cbbdcaae,0,0
aaaadaaa,0,0
eddaddbe,2,1
cdbbdbab,0,0
aabacaab,0,0
abbddaae,0,0
cabdbaae,0,0
edddbdae,2,1
aababbaa,0,0
baadccad,0,0
ebcddbae,0,0
abbadaab,0,0
babdcbae,0,0
cabacaab,0,0
abbdcbae,0,0
bbbbdbab,0,0
cabddbae,0,0
bababbaa,0,0
baaabaaa,0,0
babadbab,0,0
bbbdcbae,0,0
aaaacbaa,0,0
dccbdbab,0,0
bbcddbae,0,0
dbcacaaa,0,0
abbaaaaa,0,0
abaabbaa,0,0
abaabaaa,0,0
cbbaccaa,0,0
dbcadcbb,0,0
aababaaa,0,0
cabdbbad,0,0
eddacdae,2,1
cababaaa,0,0
aabacbaa,0,0
cbbadaab,0,0
cbbdabbd,0,0
dcadaaad,0,0
bbbacaaa,0,0
aacdbbad,0,0
bbbacbaa,0,0
abaaaaaa,0,0
abbdcbae,0,0
cacddbae,0,0
abaabbaa,0,0
bbaacbba,0,0
aabbcaaa,0,0
ddadedce,0,0
cbbabbaa,0,0
aabdcbad,0,0
cbbdabbe,0,0
cbbdaaad,0,0
eabdedce,1,1
acaabbaa,0,0
cabadaab,0,0
aaaaaaaa,0,0
eacdedce,1,1
aababaaa,0,0
cabbcbaa,0,0
bbbddaae,0,0
ebadedce,1,1
aabacaaa,0,0
cacbccaa,0,0
bbadbbad,0,0
eddabdae,2,2
cabaccab,0,0
abaacaaa,0,0
cbdbdaab,0,0
abbabaaa,0,0
ccbacbab,0,0
bbadcbae,0,0
bbbdbbbe,0,0
caadcbae,0,0
aabdbaad,0,0
ebadedce,1,1
babdbbad,0,0
dcbdbbbe,0,0
cbadbbae,0,0
aabdbbbd,0,0
babdcaad,0,0
abadcaae,0,0
eddbbdae,2,1
eddaadbe,2,2
ebbaedce,1,1
edddbdae,2,1
abbbbbaa,0,0
bbbdcaae,0,0
bbbddaae,0,0
cbbbecab,0,0
dabddbae,0,0
abbacbaa,0,0
edddbdbe,2,1
abadcaae,0,0
bababbaa,0,0
eaaaedce,1,1
aaadbbad,0,0
cbaadaab,0,0
baaadbbb,0,0
eabdedce,1,1
aabddaae,0,0
abbabaaa,0,0
cbaddbae,0,0
dbbabbaa,0,0
babacaaa,0,0
acbacaaa,0,0
abbadbab,0,0
abadcbae,0,0
ebbaedce,1,1
bbbadaab,0,0
cacacbbb,0,0
eaaaedce,1,1
bdbaabaa,0,0
ccbabaab,0,0
bbbadaaa,0,0
dcbddcae,0,0
cbbdbbbe,0,0
cbcbcbbb,0,0
babdbaad,0,0
aababaaa,0,0
aacbcbab,0,0
baabdbab,0,0
dcaadcbb,0,0
cabadaab,0,0
bababaaa,0,0
babdcbae,0,0
edddddbe,2,1
acbdcbae,0,0
eaadedce,1,1
edddbdae,2,1
ccbdaaae,0,0
aacbcaaa,0,0
abbbdbab,0,0
abbacdab,0,0
bcadbbae,0,0
edddcdae,2,1
aabacaaa,0,0
edddcdae,2,1
bacabbaa,0,0
dabdcbbe,0,0
cabaebab,0,0
edddcdae,2,1
dbaacaaa,0,0
bbaabbaa,0,0
bbaabaaa,0,0
aabdcaad,0,0
aaaaaaca,0,0
eaaaedce,1,1
aabdcaad,0,0
aabacbab,0,0
abaabbaa,0,0
aabacaaa,0,0
bbbacbaa,0,0
babddaae,0,0
dcadbaae,0,0
ddcdacbe,0,0
babacbab,0,0
bbbabbaa,0,0
dccdbcbe,0,0
bbadbbad,0,0
abbabbaa,0,0
abaacaaa,0,0
bcbacbbb,0,0
edddcdae,2,1
abbdbbad,0,0
babdbbae,0,0
abbdcabe,0,0
bcbabbab,0,0
babddbae,0,0
eabbedce,1,1
baaacbaa,0,0
babacaaa,0,0
eddacdae,2,1
dcbadbcc,0,0
aabdcaad,0,0
aaadbaad,0,0
aabacaaa,0,0
edddddae,2,1
aabdbaad,0,0
babadbaa,0,0
abbbcbaa,0,0
dcbabbcb,0,0
dabdcaad,0,0
aabdcbae,0,0
eccbdbbb,0,0
aabdcbae,0,0
ccbadbab,0,0
aababaaa,0,0
edbaeccc,0,1
ebbbedce,1,1
aabacaaa,0,0
dababcaa,0,0
bbbabbab,0,0
cabbcbaa,0,0
aaadbbad,0,0
cbbddbbe,0,0
cbcaeaab,0,0
bbbdbbad,0,0
dbbacbbb,0,0
dbbdcbae,0,0
eabdedce,1,1
abbaaaaa,0,0
cabdbbad,0,0
edddbdae,2,1
edddddae,2,1
cabddaae,0,0
dbcacbbb,0,0
cbbdcbce,0,0
dabadaaa,0,0
cabdcaad,0,0
aaadcaad,0,0
aababbaa,0,0
cabbcaab,0,0
eddacdae,2,1
cacbcaab,0,0
eadbedce,1,1
bbcabaaa,0,0
cbbddbbe,0,0
ebcbedce,1,1
eabaedce,1,1
babacbab,0,0
eacaedce,1,1
aabacaaa,0,0
baabbbab,0,0
aabdbbad,0,0
bbaadaab,0,0
aabacaaa,0,0
cbbadbab,0,0
bbadbbae,0,0
aabddaae,0,0
aacdbaad,0,0
eddacdae,2,1
cabdcaae,0,0
aababaaa,0,0
abbdcbad,0,0
abbdcbae,0,0
eabdedce,1,1
ccaadbbb,0,0
bbaadbab,0,0
bbbdcaae,0,0
bbbacbab,0,0
abaacaaa,0,0
aabdcaad,0,0
babacaaa,0,0
cbcbcaaa,0,0
abbacbaa,0,0
ebbdedce,1,1
bbbdcaae,0,0
bcbdcaae,0,0
adbaabaa,0,0
aabacbab,0,0
eddacdae,2,1
bbbddbae,0,0
dabadaaa,0,0
aacdbaad,0,0
bbcddaae,0,0
cbcddaae,0,0
abadcbae,0,0
cbbabbab,0,0
babbdaab,0,0
ecddecce,0,1
aabbcaab,0,0
baadbaad,0,0
dccadbcb,0,0
aabdcbae,0,0
edddbdae,2,1
abbaccab,0,0
bbcdbbae,0,0
abbabbba,0,0
cbbdcaae,0,0
bababcab,0,0
abbacaab,0,0
abbabaaa,0,0
babadaab,0,0
abbdcaad,0,0
aababbaa,0,0
aabddaae,0,0
abbabbaa,0,0
ebbaedce,1,1
ebbdedce,1,1
aacbdbbb,0,0
bbbdcaae,0,0
bacddbae,0,0
abaacaaa,0,0
bbcddaae,0,0
bcbdbaad,0,0
aabdcaae,0,0
bbbacbaa,0,0
babdcaae,0,0
dabddbae,0,0
aaadbbad,0,0
eabaedce,1,1
eabaedce,1,1
bbaddbae,0,0
dabdaaad,0,0
dacadaab,0,0
cabbcbaa,0,0
aabaaaaa,0,0
eddaddae,2,1
cbcbccab,0,0
cabadaab,0,0
babdcaae,0,0
aacabbaa,0,0
ebbdedce,1,1
cabdcbbe,0,0
baabbbaa,0,0
abbbcaab,0,0
cbbddaae,0,0
babbdbab,0,0
abbdbbae,0,0
eddacdae,2,1
aabacbab,0,0
bacaaaaa,0,0
bbbdcaae,0,0
ebbaedce,1,1
aabdbbae,0,0
cbaddbbe,0,0
bbbdcaae,0,0
caadcbae,0,0
bbbabaaa,0,0
aacacaaa,0,0
cacdcaae,0,0
bbbdbbae,0,0
abcddbae,0,0
babbcaaa,0,0
cbbbdbab,0,0
ebbbedce,1,1
bbbdcaae,0,0
caaacaaa,0,0
cabadbbb,0,0
eabdedce,1,1
baadcaae,0,0
edddcdae,2,1
aabacbab,0,0
edddddae,2,1
eabdedce,1,1
bbaacbba,0,0
bbbdaaad,0,0
ebbbedce,1,1
edddcdae,2,1
eabdedce,1,1
aabdcbad,0,0
aabbbaaa,0,0
aacadaaa,0,0
aabacbab,0,0
abbdbbae,0,0
bbadbaae,0,0
aaaaabaa,0,0
aaadbbae,0,0
bababbaa,0,0
baabdbab,0,0
babadbab,0,0
aabbcaaa,0,0
babdccad,0,0
abbdcaae,0,0
aababaaa,0,0
abadcaae,0,0
baaadaab,0,0
aabdaaad,0,0
bbaabbba,0,0
baaacaaa,0,0
aaaabbaa,0,0
cbbadbbb,0,0
cbbabaaa,0,0
daaacbaa,0,0
dbbdcbce,0,1
babddaae,0,0
aacbcaaa,0,0
dbaacaaa,0,0
dbaacbab,0,0
eacdedce,1,1
cbbdcbce,0,0
cbbdccae,0,0
bacddaad,0,0
bcbaccaa,0,0
aabdcaae,0,0
bcaabcaa,0,0
eabdedce,1,1
ebadedce,1,1
aabdbbad,0,0
bbbbbbaa,0,0
aabdcaae,0,0
bbbdcbad,0,0
cdbabbaa,0,0
abbabbaa,0,0
bababbaa,0,0
baaababa,0,0
abaacaaa,0,0
abbdcbae,0,0
cbaadaab,0,0
dcadcbbe,0,0
cbcdbbad,0,0
baadcaae,0,0
babdeaae,0,0
aabdbaad,0,0
abbbcaaa,0,0
dcbabbba,0,0
eabdedce,1,1
abbdcaad,0,0
aabadaab,0,0
caaabaaa,0,0
dbbacbab,0,0
aaaddaae,0,0
aababbaa,0,0
bbbadbab,0,0
cbbdcbae,0,0
abadcaad,0,0
eddbbdae,2,1
bbbabbaa,0,0
aacacbab,0,0
aaadcaae,0,0
aabdbcad,0,0
bbbddbad,0,0
aabddaae,0,0
aabacaaa,0,0
cababaaa,0,0
ebcaedce,1,1
cabadabb,0,0
abbddbae,0,0
ddbbecac,0,0
bbadabae,0,0
bbadcbae,0,0
edddcdae,2,1
bbbddbae,0,0
aababbaa,0,0
cbbdcbae,0,0
aabbbaaa,0,0
abbadaaa,0,0
dabddbae,0,0
edddadae,2,1
dcbdecae,0,0
aaaabbaa,0,0
caaaaaaa,0,0
aacdcaad,0,0
bbbddaae,0,0
abbdcbad,0,0
aabdbaad,0,0
bbbadbbb,0,0
aaabcbaa,0,0
eabdedce,1,1
edcdecce,0,1
abbabcaa,0,0
abbacbab,0,0
aabdbbad,0,0
cacddbae,0,0
bacacaaa,0,0
ebbaedce,1,1
cbbbdbab,0,0
eddbcdae,2,1
bbcdbaad,0,0
bdcddbbe,0,0
aabacaaa,0,0
eddabdbe,2,2
eddacdae,2,1
eabdedce,1,1
bbbdccae,0,0
baadcaad,0,0
eabdedce,1,1
aabdcbad,0,0
bbbdcaad,0,0
eddacdae,2,1
dcbddbae,0,0
ebbaedce,1,1
abbabaaa,0,0
cbbddbae,0,0
bcbdbbae,0,0
daadcaad,0,0
aabacaaa,0,0
dbbdcaae,0,0
cccbccab,0,0
cbbadaab,0,0
abbadbab,0,0
baadbbad,0,0
bbcddbae,0,0
aabbbbaa,0,0
aababaaa,0,0
baaaabaa,0,0
baaabaaa,0,0
bbabcbaa,0,0
cbbdcbae,0,0
babdabad,0,0
cbcdcbae,0,0
bbcaaaaa,0,0
ccbacbab,0,0
babdbaae,0,0
cbbacbaa,0,0
dbbdbaad,0,0
babbdbaa,0,0
aababbaa,0,0
abadaaad,0,0
cabacbab,0,0
edddcdae,2,1
ddbdbbae,0,1
babdbabd,0,0
aacddaae,0,0
cbbdcaae,0,0
cabdcaae,0,0
eabaedce,1,1
aaaacbaa,0,0
babacaaa,0,0
aabacaaa,0,0
abbacbab,0,0
cbcddbae,0,0
eabdedce,1,1
baaadbab,0,0
dbbdbaae,0,0
eabaedce,1,1
abadcbad,0,0
aacadbab,0,0
dbadbbae,0,0
bbabcbab,0,0
eaadedce,1,1
cbbdcbae,0,0
dabdacad,0,0
cbbacbaa,0,0
ebbdedce,1,1
dbbdcbbe,0,0
abbdcaad,0,0
ebbdedce,1,1
babacbab,0,0
aaadcbae,0,0
abaabaaa,0,0
cabddbbe,0,0
baadcaad,0,0
eabdedce,1,1
bbadcbbe,0,0
aabddbae,0,0
eccaedce,1,1
abadbbbe,0,0
aabdcbae,0,0
caaddaae,0,0
ebbdedce,1,1
aabdcaad,0,0
bbbacbab,0,0
baadcbae,0,0
babbcbaa,0,0
eacaedce,1,1
babacaab,0,0
ebbdedce,1,1
cbbdcaae,0,0
bbbdcbae,0,0
bbbdcbbe,0,0
cbbdcaae,0,0
edddcdbe,2,1
cacbdaab,0,0
eddbcdae,2,1
cbcadbab,0,0
cabdbbad,0,0
abcdbaad,0,0
aaaacaaa,0,0
cadbdbbb,0,0
aabddbae,0,0
aaaabbaa,0,0
aabacaaa,0,0
baadbbad,0,0
aaadaaad,0,0
edbdedce,1,1
eddabdbe,2,2
edbdedce,1,1
bcbadaab,0,0
bbbabacb,0,0
bbbadbab,0,0
abbdbaae,0,0
aaaabaaa,0,0
ebbaedce,1,1
ebadedce,1,1
cabbdbbb,0,0
ebadedce,1,1
cbaddaae,0,0
aaadcaad,0,0
edddadae,2,1
abbddabe,0,0
daadccae,0,0
aaadbaad,0,0
dbbacbab,0,0
aabbbbaa,0,0
bbabcdab,0,0
aaaacaaa,0,0
babddaae,0,0
cabdebae,0,0
cbbdbbad,0,0
ebbaedce,1,1
cabacbab,0,0
dbbddbbe,0,0
cbbdcaae,0,0
caaabaaa,0,0
eddabdae,2,2
bbbadbaa,0,0
abbdbbbe,0,0
cabacbab,0,0
cbaddbae,0,0
dbbadbbb,0,0
aaaacbaa,0,0
bbbacaaa,0,0
abbacbab,0,0
cabadaaa,0,0
abbdbaad,0,0
aabacbab,0,0
aabaccaa,0,0
babacaaa,0,0
ecaaedce,1,1
edddcdbe,2,1
ebbdedce,1,1
eddaddae,2,1
babbdbab,0,0
aabdbbae,0,0
aaaabbaa,0,0
aaadcaad,0,0
aaaadaaa,0,0
bbbdcbae,0,0
bbbacaab,0,0
cbbdcbae,0,0
babacbab,0,0
bbbdcaae,0,0
eddabdae,2,2
ddbacdcb,0,0
babdbbad,0,0
eaaaedce,1,1
ccadbbae,0,0
aaaadaaa,0,0
eabaedce,1,1
babdcaae,0,0
dbaadbab,0,0
cabdebae,0,0
bbcddbae,0,0
ebaaedce,1,1
baabdcab,0,0
abbdbaad,0,0
bbbdcaae,0,0
dabdcbad,0,0
ddbdcbae,0,1
abbdbbad,0,0
aabdbaad,0,0
aaadbbad,0,0
ebadedce,1,1
eabdedce,1,1
aabacbab,0,0
aaadcaae,0,0
aacdacad,0,0
dacdcbad,0,0
aaadcbad,0,0
aabdaaad,0,0
cbbabbbb,0,0
dabaabaa,0,0
cabbcaab,0,0
dabdcbae,0,0
ccaaccab,0,0
cbbadaab,0,0
cabdcbae,0,0
bbaabbaa,0,0
aaaadaab,0,0
abbacbaa,0,0
bdbacbbb,0,0
babddbae,0,0
cabddabe,0,0
abbdcaae,0,0
dccacbbb,0,0
eddacdae,2,1
abbdbaad,0,0
cabddaae,0,0
cbbdbaae,0,0
ebbdedce,1,1
abbadbab,0,0
dbaacaab,0,0
babbbbba,0,0
ababbaba,0,0
dabdcabe,0,0
aabdcbae,0,0
ddaddbce,0,0
cacaccbb,0,0
eabaedce,1,1
aabdbaad,0,0
cbbdcbbe,0,0
baaacaab,0,0
babbdaab,0,0
bbbabaab,0,0
bababaaa,0,0
ddbdabae,0,1
baadcbae,0,0
dbadcbbe,0,0
dcbdbbbe,0,0
cbbddbae,0,0
bbbdbbce,0,0
edddcdae,2,1
babdbbae,0,0
bbbdcaad,0,0
dabddaae,0,0
bacdbaad,0,0
cbbabbaa,0,0
baaacaaa,0,0
ecdbecac,0,1
babdcaae,0,0
aaadcaad,0,0
caadcbae,0,0
bbbacbab,0,0
aacddaae,0,0
dabddbae,0,0
edddbdbe,2,1
baaacabb,0,0
edddbdae,2,1
abbdccae,0,0
cabacaab,0,0
baabcaaa,0,0
edddbdbe,2,1
cbcdcbae,0,0
bbcdbbad,0,0
cabdbaad,0,0
cbbabbaa,0,0
ebbaedce,1,1
edddddae,2,1
ebbdedce,1,1
cabbccab,0,0
dcaadabb,0,0
bbbdcaae,0,0
eaaaedce,1,1
aabdbbad,0,0
babdbaae,0,0
eabdedce,1,1
babacaaa,0,0
eabdedce,1,1
abbaabaa,0,0
bababbaa,0,0
babacaaa,0,0
babadbaa,0,0
dbadabbe,0,0
edddddae,2,1
baaacbab,0,0
bbbdbbbe,0,0
aabddabe,0,0
edddbdae,2,1
cabdbaae,0,0
eddabdae,2,2
ebbdedce,1,1
eddacdae,2,1
cbbbcbab,0,0
ccbabccb,0,0
babacaaa,0,0
aabaaaaa,0,0
cabdcbae,0,0
cabdbaae,0,0
eddabdae,2,2
babddbae,0,0
aabbbaaa,0,0
abbdbaae,0,0
abbbbcaa,0,0
dabdbaad,0,0
cbbadbab,0,0
abcdcaae,0,0
ebcaedce,1,1
abbbdaab,0,0
dcdaccbb,0,0
babdcbae,0,0
abbadaaa,0,0
cabbdaab,0,0
aabddaae,0,0
dbbdeaae,0,0
eddabdae,2,2
aaadbbad,0,0
cbbddbae,0,0
abbacbaa,0,0
bbbacbaa,0,0
dbbdbbae,0,0
dcbacbab,0,0
aacabaaa,0,0
babadaaa,0,0
bbbddbae,0,0
abbacaaa,0,0
eddabdce,2,2
cbabbbaa,0,0
abbdacad,0,0
eabdedce,1,1
eddaddbe,2,1
cabbbbaa,0,0
cbbddbae,0,0
bacdbaae,0,0
aabbdbaa,0,0
aababbaa,0,0
ddbabbba,0,0
ddadecbe,0,0
edddddae,2,1
babdcbae,0,0
bababbaa,0,0
ebbdedce,1,1
ccaacaab,0,0
dcbaebbc,0,0
cccdddbe,0,0
dabdbaad,0,0
eabdedce,1,1
eddacdae,2,1
cabdbbad,0,0
cabdbaae,0,0
aabddaae,0,0
aabacbaa,0,0
bbbacbab,0,0
bacbcaab,0,0
dbadcbce,0,1
aaaadaab,0,0
bbbacaab,0,0
edddbdbe,2,1
aabacaaa,0,0
acaacaaa,0,0
bbbacaaa,0,0
cabdbbae,0,0
babadbab,0,0
abbdabad,0,0
cbbdccae,0,0
cbadcaae,0,0
edddcdae,2,1
babbcbaa,0,0
ebcbedce,1,1
aabacbab,0,0
cabdcbae,0,0
ddbdecae,0,0
abadbbae,0,0
abbbcbaa,0,0
caadabad,0,0
bbbdccae,0,0
edcdedbe,0,1
aabddaae,0,0
eccaedce,1,1
dbbdcbae,0,0
eabdedce,1,1
bbbdcbae,0,0
ddbddcce,0,0
babddaae,0,0
bbaacaaa,0,0
dacdcaae,0,0
edddadbe,2,1
ebbaedce,1,1
aacbdcab,0,0
dbbddabe,0,0
bbbadbab,0,0
caaddaae,0,0
ebcaedce,1,1
aaaacaaa,0,0
baadcaae,0,0
edddcdbe,2,1
babadbab,0,0
aaadbaad,0,0
abcddaae,0,0
caaadbab,0,0
cabacaaa,0,0
babdabad,0,0
abcadbab,0,0
cbbbbbaa,0,0
dabdcbae,0,0
aacdcaae,0,0
dbaacbaa,0,0
aabdbaad,0,0
ebbbedce,1,1
abbdcaae,0,0
edddddae,2,1
cbbdcbae,0,0
bbbdcaae,0,0
aabaabaa,0,0
bbcbdaab,0,0
abbacaaa,0,0
eabaedce,1,1
babdcbae,0,0
edddadae,2,1
abbdabae,0,0
eddbbdae,2,1
edddcdbe,2,1
dabdcaae,0,0
eddacdae,2,1
bacbbaab,0,0
eddbddae,2,1
eddacdae,2,1
abbdbbad,0,0
abadcaae,0,0
aabdbbae,0,0
cabacbab,0,0
dbcdcaae,0,0
baaaddab,0,0
cabddbce,0,0
ddaadbac,0,0
cabddbbe,0,0
eddaadbe,2,2
bbbdbaae,0,0
dbadbbad,0,0
babdbbae,0,0
eabdedce,1,1
baaabaaa,0,0
bbbdbaae,0,0
bbbadcab,0,0
edddbdae,2,1
dcaaabcb,0,0
ecbddbae,0,0
dbcbdbab,0,0
ccbdbbae,0,0
aabdcaad,0,0
eddaddbe,2,1
ebcdedce,1,1
abbacaaa,0,0
aabaaaaa,0,0
babdbbad,0,0
babdbabd,0,0
abbabbaa,0,0
edddcdae,2,1
eddaddae,2,1
caadaaad,0,0
bacddbae,0,0
ebbaedce,1,1
baaadaaa,0,0
abaacaaa,0,0
baadbbad,0,0
bbbdbbad,0,0
aababaaa,0,0
cababbaa,0,0
eacdedce,1,1
bacabaaa,0,0
eabdedce,1,1
eabaedce,1,1
bbdddbae,0,0
ebbdcbae,0,0
cbadbbae,0,0
dabdbbae,0,0
eabdedce,1,1
babdcbae,0,0
ebadedce,1,1
cabbbaab,0,0
eaadedce,1,1
aacdcbad,0,0
abcbdaab,0,0
cbbaebab,0,0
ddbdcabe,0,1
abbdcbae,0,0
babdcbae,0,0
eddaddae,2,1
bababbaa,0,0
eddabdae,2,2
ddcbdbbc,0,0
aababaaa,0,0
aabdaaad,0,0
cbadbbae,0,0
aabbcaaa,0,0
daaacaab,0,0
eddbcdae,2,1
abbdbaad,0,0
ddcddcae,0,1
eaadedce,1,1
dabacbaa,0,0
ebbaedce,1,1
abbabaaa,0,0
ababcaab,0,0
dcadbbbe,0,0
cbbbcbab,0,0
babdbaad,0,0
edaaedce,1,1
eddaddae,2,1
eddabdae,2,2
caaabbaa,0,0
edddadae,2,1
edcdcbae,0,1
abbadbab,0,0
abcdcaad,0,0
edddcdae,2,1
adbddaae,0,0
cbbadaab,0,0
daaddbae,0,0
eddacdae,2,1
caaddaae,0,0
aaadbaad,0,0
aacdcaae,0,0
ebbaedce,1,1
edddbdce,2,1
badacbaa,0,0
abbaaaaa,0,0
abbdcabe,0,0
eabdedce,1,1
bacbbbaa,0,0
eddacdbe,2,1
bbbacbab,0,0
cabddaae,0,0
abbacbaa,0,0
aabddbae,0,0
eabaedce,1,1
bbadbaad,0,0
aabdbbbd,0,0
cabddbae,0,0
babbdaab,0,0
abbdbbad,0,0
eabaedce,1,1
cabadbab,0,0
aaabdbaa,0,0
caadbbad,0,0
dabbdbbb,0,0
dcbacbac,0,0
cbbdbaae,0,0
dcbdeabe,0,0
bbaddbbe,0,0
ebbaedce,1,1
bbaacbaa,0,0
aabdbaae,0,0
caaabaaa,0,0
aacdcaae,0,0
aacdcaad,0,0
aabacaaa,0,0
aabacaaa,0,0
abbaaaaa,0,0
aababbaa,0,0
cbbbcbbb,0,0
edddadae,2,1
eabdedce,1,1
cababbaa,0,0
bbaabbaa,0,0
bbbddbae,0,0
bbaabaab,0,0
babacaaa,0,0
abcdcbae,0,0
baaacaaa,0,0
caadbaad,0,0
dcbbccac,0,0
dbbdcbae,0,0
bbaaabba,0,0
aaaabaaa,0,0
eddaddbe,2,1
aacbcaaa,0,0
aaaadaaa,0,0
babdcaad,0,0
abbabaaa,0,0
eddabdae,2,2
aabacaaa,0,0
ebbbedce,1,1
ccbacbbb,0,0
bbabcaaa,0,0
ebbaedce,1,1
cabdcaae,0,0
bbbabaaa,0,0
aabacaaa,0,0
bbbadbab,0,0
babacbaa,0,0
eacdedce,1,1
aaadcbad,0,0
aabacabb,0,0
aaaababa,0,0
babbbaaa,0,0
bbadbabe,0,0
cbbacbab,0,0
ebbdedce,1,1
aaaacbaa,0,0
eabdedce,1,1
cbbaccab,0,0
bbcddaae,0,0
ebbbedce,1,1
bbaddbae,0,0
ebbaedce,1,1
cababbab,0,0
bacabbaa,0,0
abbabbaa,0,0
eabaedce,1,1
bbadbaad,0,0
dcbddbae,0,0
dcbddbae,0,0
cbadcbae,0,0
bbadbaad,0,0
ecaaedce,1,1
aaaacaaa,0,0
dccdcbbe,0,0
aabacbaa,0,0
eabdedce,1,1
abaadbab,0,0
dabdbbae,0,0
babdbaad,0,0
eaaaedce,1,1
bcadcbae,0,0
cbbadaab,0,0
eabdedce,1,1
edddadae,2,1
ecbdedce,1,1
abbdcbae,0,0
cdcacbab,0,0
dbbddbbe,0,0
babadbab,0,0
aababaaa,0,0
edddcdbe,2,1
bbbdbbad,0,0
eabaedce,1,1
abbabbaa,0,0
aabddaae,0,0
bbadbbad,0,0
bbbdbbae,0,0
dbaaeaab,0,0
abbdccae,0,0
bbbdcbbe,0,0
abbdbbae,0,0
aabacbaa,0,0
cabacaaa,0,0
ebbbedce,1,1
bbbacbaa,0,0
edddcdae,2,1
aababbaa,0,0
bbabcaaa,0,0
dbaacdbb,0,0
ddcdecbe,0,0
dbcddaae,0,0
eddabdae,2,2
cbbdbaad,0,0
aabdbaae,0,0
edddcdae,2,1
bacbcaab,0,0
aabddaae,0,0
abbacaab,0,0
babdcaae,0,0
cbbdabbe,0,0
babddbae,0,0
aacbcbaa,0,0
babdbbad,0,0
bbbacaaa,0,0
cbcdcbae,0,0
daadcbae,0,0
cbaadaab,0,0
aacabcaa,0,0
dabadbbb,0,0
aabacbaa,0,0
abcbcaaa,0,0
aaaabaaa,0,0
dccdbcae,0,0
aaaadaab,0,0
ebaaedce,1,1
bbbadbab,0,0
abbddaae,0,0
edddcdae,2,1
babaccaa,0,0
dadbebab,0,0
cabddcae,0,0
cabacbba,0,0
aaaddbae,0,0
aabacaaa,0,0
bbcdcbae,0,0
bbbacbaa,0,0
babadaab,0,0
bbbacbba,0,0
bcbbcbbb,0,0
aabacbaa,0,0
aabadbbb,0,0
bbbacbbb,0,0
aabacaaa,0,0
eabdedce,1,1
abcddcae,0,0
aaadbaad,0,0
babacaaa,0,0
cbbdbbae,0,0
bbadcaae,0,0
cabdcaad,0,0
aababaaa,0,0
bbaacaaa,0,0
abbbcbab,0,0
bbbbcbab,0,0
eabdedce,1,1
cacddbae,0,0
baadbbae,0,0
babdcaae,0,0
aabdcbae,0,0
eabbedce,1,1
aabdbbcd,0,0
cdbaddab,0,0
bbaddbae,0,0
bbbdbbae,0,0
bbbabbaa,0,0
bbcacbab,0,0
bbadcbad,0,0
bbadbbae,0,0
eabaedce,1,1
caadcaad,0,0
edddcdae,2,1
eabdedce,1,1
acbdbbad,0,0
abcdcaae,0,0
abaacaaa,0,0
babdcaae,0,0
daadbbae,0,0
edddddae,2,1
aacdbaae,0,0
daabbbaa,0,0
aacbcbaa,0,0
aaadcbae,0,0
baadcbae,0,0
babdeaae,0,0
cabdcaad,0,0
bbbdcbae,0,0
abbabbaa,0,0
cacaecab,0,0
abbacaaa,0,0
edddbdae,2,1
eddaadae,2,2
bbbabbaa,0,0
bbbabbaa,0,0
ebbdedce,1,1
ebaaedce,1,1
edddbdae,2,1
abbbbaaa,0,0
bbaaccaa,0,0
aaadcaae,0,0
bbbdbbad,0,0
dbbacaab,0,0
dbcdbbae,0,0
aaadbaad,0,0
bbbababa,0,0
bbcbbbaa,0,0
bbaadbbb,0,0
daadbaad,0,0
dbbdbbad,0,0
abcddaae,0,0
babacbaa,0,0
edddbdae,2,1
dbbddaae,0,0
abbdcaad,0,0
bababaaa,0,0
edddcdae,2,1
bbbbcaab,0,0
babdcaad,0,0
cbbadbab,0,0
edddcdae,2,1
dbadbbad,0,0
baadcaae,0,0
cbbadaab,0,0
edddbdae,2,1
cacddbae,0,0
dacadbab,0,0
bbbbbbab,0,0
babdcbae,0,0
eddbcdae,2,1
aaadcbad,0,0
babacbab,0,0
edddcdae,2,1
eabaedce,1,1
eabaedce,1,1
aabdcbae,0,0
abbdbbae,0,0
aabacaaa,0,0
bbaabbaa,0,0
babdcbae,0,0
babbbaba,0,0
dbaabbaa,0,0
abadcaad,0,0
baadbbad,0,0
eddacdae,2,1
eddaddbe,2,1
abaacaab,0,0
eddacdae,2,1
aabacaaa,0,0
bbbbbaaa,0,0
cbbdcaae,0,0
dcbabbab,0,0
dacddaae,0,0
dabacaab,0,0
babdcaae,0,0
edddedae,2,1
aababaaa,0,0
eddacdbe,2,1
bbbddaae,0,0
aabacbab,0,0
caadbabe,0,0
