string,anomaly,result
edbcecce,1,1
edabdbcd,2,1
cabcdbbd,0,0
dbbadbbb,0,0
ddbdddce,0,2
bbbcabbd,0,0
dcbadbcb,0,0
edadbcce,2,1
cabcdbad,0,0
baaaacaa,0,0
dbbcacad,0,0
bbbbccbb,0,0
cbacdcad,0,0
edbdcdce,2,1
cabaccab,0,0
bbbabbba,0,0
dbacabbd,0,0
caaaabaa,0,0
cbbcdcbd,0,0
ddbcddce,0,1
dcbcbcad,0,0
cbbcbcad,0,0
dccdccbe,0,0
abaabbaa,0,0
edbabccd,2,1
bdacabad,0,0
caaaccbb,0,0
ddaabdaa,0,0
dbacbcbd,0,0
bbbccbad,0,0
dabaabba,0,0
aabcbbad,0,0
dabccbbd,0,0
bbacbcad,0,0
eddbedcc,0,1
cbbaebab,0,0
ebbcccbd,0,0
edbcecce,1,1
dcaaecbb,0,0
dbcaacba,0,0
edaceace,1,1
dbbccbbd,0,0
bbbabbba,0,0
dbbcddbd,0,0
dbaacdcb,0,0
cbbccdbd,0,0
abbaacba,0,0
aabacbbb,0,0
dbbcccce,0,1
bcbcbccd,0,0
bbbccbcd,0,0
ddcbddcb,0,0
bbbcbcad,0,0
dbacaccd,0,0
cbacabbd,0,0
cbbaccab,0,0
edbccbce,2,1
acbacbba,0,0
ddcbddbc,0,1
babcdbbd,0,0
cababdba,0,0
daacabbc,0,0
daacbbbd,0,0
cbaccbbd,0,0
abaaabca,0,0
abacbbad,0,0
cabbdcab,0,0
cbacacbd,0,0
edcbecce,1,1
ccacacbd,0,0
ddbbddcc,0,1
abaabcaa,0,0
cbbabbba,0,0
edbbecce,1,1
cbbcbcad,0,0
edbcebce,1,1
babaccbb,0,0
dbbadbcb,0,0
bbaccbbd,0,0
aacbcbab,0,0
dbaaabbb,0,0
edbbecce,1,1
edacebce,1,1
edbcecce,1,1
bbbabbbb,0,0
dcbcbbcd,0,0
edbdedce,1,1
edbcebce,1,1
dcaabbba,0,0
dcaadccb,0,0
cacaabba,0,0
dabcbcad,0,0
bbbabbba,0,0
bbaaccbb,0,0
abacbbbd,0,0
cbbaacba,0,0
dcaadabb,0,0
aabaccba,0,0
dbacabad,0,0
edcacdce,2,2
dbccbcbd,0,0
caacbcad,0,0
bbbcabad,0,0
cbbabcba,0,0
cbaacbba,0,0
abacacbd,0,0
aabaadba,0,0
edbaedcd,1,1
edbaadcd,2,1
baaacbbb,0,0
baaccccd,0,0
abaaabba,0,0
dbbcddcd,0,0
dbbccdad,0,0
edaaecce,1,1
edddedce,1,1
bbbabbaa,0,0
edaaeccd,1,1
daacacbd,0,0
ddbcbccd,0,0
cabaabba,0,0
caacbcbd,0,0
cbabdabb,0,0
ddbcbdce,0,1
dbaababb,0,0
cbbbccbb,0,0
caaabcca,0,0
daaabdbb,0,0
cbbcecbd,0,0
cbacccad,0,0
dababcba,0,0
dcbabccb,0,0
bbbabcaa,0,0
bbaabbaa,0,0
cbbbbbab,0,0
dcbabcbb,0,0
edbaddce,2,1
edbacccd,2,1
abbcbcbd,0,0
ccbabcca,0,0
edacbcce,2,1
cacaacca,0,0
ccadadbd,0,0
aabaabaa,0,0
edcbeccc,0,1
edcdedce,0,1
babcbcbd,0,0
edbdecce,1,1
bbacbbad,0,0
acbaabba,0,0
cabcabcd,0,0
bbbcbcbd,0,0
abcdbbbd,0,0
cbccdbbd,0,0
ddbcedce,0,1
bbbccbcd,0,0
dbbadcab,0,0
cababbaa,0,0
abbcbbbd,0,0
abbaabaa,0,0
dcdbedcc,0,0
bbbabcba,0,0
abbabcba,0,0
bbbcdbad,0,0
cbbccaad,0,0
cbbdbaad,0,0
dcaabbaa,0,0
dddbabac,1,0
bcbabbba,0,0
ccadecad,0,0
eddaedbe,2,1
edccddbe,0,1
aaaaaaaa,0,0
dcbccbad,0,0
dbacbdad,0,0
bbbccbad,0,0
ddbadccc,0,1
eddacaac,1,1
dbbcbbae,0,0
dddbcaac,1,0
dabccbad,0,0
ddccdbbe,0,1
dcddccbe,0,0
bdbcaabd,0,0
abaaabaa,0,0
abcaaaaa,0,0
dbbcdaad,0,0
ababbbba,0,0
eddaecbe,2,1
babbbaaa,0,0
ccbcdbad,0,0
dcbbbcba,0,0
bbaacbaa,0,0
eddcbcae,1,1
bababbaa,0,0
dbbacaaa,0,0
cbbacbab,0,0
cdbaabaa,0,0
bbbccbad,0,0
eddaebbe,2,1
dddabbac,1,1
cdbcabbd,0,0
abaacbaa,0,0
cbcccbad,0,0
ccbbcbab,0,0
abbabbaa,0,0
eddcecce,2,1
dddaabac,1,1
abbabbaa,0,0
abbcabbd,0,0
bbbcdbad,0,0
cccbbbaa,0,0
abbcbbad,0,0
cccddbad,0,0
acbcbaad,0,0
acacaaad,0,0
abcadcab,0,0
ccbaabaa,0,0
abbaabaa,0,0
adacabad,0,0
dddccbae,1,1
eddcdbae,1,1
dcbacbab,0,0
abbcbbad,0,0
dcacbdbd,0,0
abacbbad,0,0
dddabbac,1,1
cbbadbab,0,0
cbbcbcad,0,0
bcaaacab,0,0
abaccaad,0,0
bbcbabaa,0,0
eddaebae,2,1
ddbccbbd,0,0
ddacddbe,0,1
dcbdcaad,0,0
bbadbbad,0,0
bcbdbcad,0,0
dbbccbbd,0,0
ddcdddbe,0,0
cbaabcaa,0,0
dddcdaae,1,1
abbabbaa,0,0
eddaebae,2,1
ecccdcae,0,0
cbcabbaa,0,0
bcacaccd,0,0
dadbcaac,0,0
dbbcbbad,0,0
cdbabbaa,0,0
adbdcbad,0,0
acaabbaa,0,0
dcbacccb,0,0
dcbabcbb,0,0
eddcbbae,1,1
abbabbba,0,0
eddcbbae,1,1
dbbabaaa,0,0
eddcebae,2,1
cbccdaad,0,0
dcacacad,0,0
dcbacbab,0,0
bbbbdaab,0,0
ddacaaac,0,0
abbabbaa,0,0
bbccdbad,0,0
bcccdaad,0,0
acbaabaa,0,0
eddacaac,1,1
eddaebbe,2,1
accbcbab,0,0
cbbccbad,0,0
abbccabd,0,0
abacbbad,0,0
eddaebbe,2,1
cbbcbaad,0,0
dcbdbbad,0,0
ddaddcbe,0,0
acbdbbad,0,0
abbabbaa,0,0
bbbdcbad,0,0
bcbcabbd,0,0
dcadbaad,0,0
ddccdbce,0,0
bbabcbbb,0,0
dcbbdbab,0,0
eddaeaae,2,1
eddddbae,1,1
eddbdaac,1,1
bbaabbaa,0,0
cbbccbad,0,0
ccbcbbcd,0,0
baadbbbd,0,0
eddaebae,2,1
eddaebbe,2,1
bcbcbbad,0,0
cbcadbbb,0,0
babbaaaa,0,0
dccddbad,0,0
ddbcecce,0,1
cbaabbaa,0,0
cbccacbd,0,0
dbbcdbad,0,0
cbccccbd,0,0
dccbcbab,0,0
eddccaae,1,1
cdbacbbb,0,0
ccbcdbad,0,0
dcbccbbd,0,0
cbbcbaad,0,0
cbbaacaa,0,0
bbbcdaad,0,0
ddbccbbd,0,0
cbbcdaad,0,0
bbbacbaa,0,0
ccacabad,0,0
abbcbcad,0,0
cbbcbbad,0,0
abbaccaa,0,0
dcccdcbd,0,0
bdbbcbab,0,0
dddabaac,1,1
dbbcbcbd,0,0
cbbccbad,0,0
bcaabbbb,0,0
dddaabac,1,1
ccbaabba,0,0
eabdaabd,0,0
aabcbaad,0,0
abaccaad,0,0
bbabdbbb,0,0
dddaccac,1,1
dddbdbbc,1,0
eddcccae,1,1
eddceabe,2,1
eddbebae,2,1
dcbdbbad,0,0
bacadaab,0,0
eddaebae,2,1
caaaacba,0,0
acbabcaa,0,0
bcbabaaa,0,0
eddcccae,1,1
dcbadbcc,0,0
bcacdbad,0,0
eddcebbe,2,1
eddcecbe,2,1
dccadcbc,0,0
cbbadaab,0,0
eddcebbe,2,1
bbcdccbd,0,0
abbcbbad,0,0
abaacbaa,0,0
dbbcbaad,0,0
dacbcaaa,0,0
eddbebbe,2,1
bcbdcaad,0,0
cabccbad,0,0
abcbdbaa,0,0
acbaccab,0,0
eddceabe,2,1
bcbccbad,0,0
ccccbaad,0,0
babccaad,0,0
cbacdbad,0,0
eddcebbe,2,1
dddcccbe,1,1
adbccbad,0,0
edddebae,2,1
abbabbba,0,0
acaabcaa,0,0
eddcdbbe,1,1
eddcdabe,1,1
bcaabbaa,0,0
abaabbaa,0,0
dddcbaae,1,1
eddcecbe,2,1
dbbcbabd,0,0
bbccdaad,0,0
ccbacaaa,0,0
eddaecbe,2,1
dddccaae,1,1
cbbcbdbd,0,0
bbacbaad,0,0
abbabaaa,0,0
ddbcddce,0,1
ccbbdbbb,0,0
edddeaae,2,1
acbabbaa,0,0
dcacbaad,0,0
bbbccbad,0,0
abaacbaa,0,0
bcbccbad,0,0
ccbabbaa,0,0
bbaaaaaa,0,0
dbcaccaa,0,0
bcacbaad,0,0
cbbacbaa,0,0
bbbacbaa,0,0
eddcbdbe,1,1
eddccbae,1,1
eddcebae,2,1
ddccebce,0,2
ddaccbcd,0,0
dddcbbae,1,1
dbcceacd,0,0
bbacbbad,0,0
cbbccbcd,0,0
eddbebbe,2,1
aaacaaac,0,0
acbacbab,0,0
bbbdcbad,0,0
aaaadbaa,0,0
eddadcac,1,1
abbcabac,0,0
bbbcaaac,0,0
ccbddbad,0,0
dddaabbc,1,1
ddbcaabd,0,0
abbcbbad,0,0
dbbabbaa,0,0
dcbccaad,0,0
ccbadbab,0,0
abbbcaab,0,0
edddecbe,2,1
cbbbbbba,0,0
abbccbad,0,0
ccdbdbab,0,0
dbbcdbad,0,0
eddaebae,2,1
bbacaaac,0,0
eddcebbe,2,1
abbabaaa,0,0
bababbba,0,0
abbabbaa,0,0
cbbcbbad,0,0
dcbccbad,0,0
adbcdaad,0,0
edddebce,2,1
bbaacbab,0,0
eddcebae,2,1
abbcdbad,0,0
abaacbaa,0,0
eddcbbbe,1,1
dabccdbe,0,1
bbbcacad,0,0
aaacbbad,0,0
babcbbad,0,0
dddabbac,1,1
abcddbad,0,0
ccaaabaa,0,0
acacbbad,0,0
acbadaaa,0,0
aacabbaa,0,0
cbaabcab,0,0
dcbabcab,0,0
eddaebae,2,1
abbabbaa,0,0
cbbcbbad,0,0
eddcebae,2,1
dcbbdcbb,0,0
bbbcaaad,0,0
adbcabad,0,0
cbbcebae,0,0
edddedce,2,1
cbcadbab,0,0
dccadbab,0,0
dddacaac,1,1
abccabad,0,0
eddbcabc,1,1
bcaabbaa,0,0
cbbacbba,0,0
acbcaaad,0,0
bbacbbad,0,0
acaaabaa,0,0
ddbcdcbe,0,1
abcbdaab,0,0
bbbacbba,0,0
ccbabbba,0,0
cccdbbad,0,0
abacaaad,0,0
caaacaaa,0,0
eddcebae,2,1
bbbcabad,0,0
ddbccdbe,0,1
dcbcdcce,0,1
ccbbdaab,0,0
cbaacaaa,0,0
eddbecae,2,1
ababacaa,0,0
cbccdaad,0,0
cbbcabbd,0,0
cbacebae,0,0
cbbcdbad,0,0
eddcabae,1,1
ddcadcbc,0,0
ccbcabac,0,0
eddbecbe,2,1
aaaadaaa,0,0
ddbcccad,0,0
dbacbbbd,0,0
aababbaa,0,0
abbcbbbd,0,0
eddcebae,2,1
bbacbaad,0,0
bbbabbaa,0,0
abbcdbad,0,0
cbbcdabd,0,0
edddeaae,2,1
cbbcbaad,0,0
bbcbdbab,0,0
abbacbaa,0,0
dbcddaad,0,0
daaaccaa,0,0
dcbbcbab,0,0
ddbcebce,0,1
eddaebae,2,1
cbbcbaad,0,0
eddaeabe,2,1
adcabaaa,0,0
dbbccbad,0,0
cbbcbbad,0,0
baaacaaa,0,0
bbaabaaa,0,0
ddbacbab,0,0
dcbcbabd,0,0
cbcbcbaa,0,0
bcbbdbab,0,0
dcacdbbd,0,0
eddcccbe,1,1
eddcebbe,2,1
bbbadabb,0,0
ddaaddbc,0,0
ddbcedbe,0,1
eddccbae,1,1
acabcaca,0,0
dddcbaae,1,1
bbbabbba,0,0
dbaabbaa,0,0
abbcabad,0,0
bbccbcbd,0,0
eddacbac,1,1
ccbcacad,0,0
adbadbab,0,0
bcbaabba,0,0
eddcebbe,2,1
cabcccad,0,0
cccbdaab,0,0
cabbbbaa,0,0
dcbaccaa,0,0
ccbadbaa,0,0
bcbadaab,0,0
eddcaaae,1,1
eddaeabe,2,1
abaabbaa,0,0
ddaabcbb,0,0
dcbcabbd,0,0
bcaccbad,0,0
abacbaad,0,0
dcbadcbc,0,0
baadabbd,0,0
acbabbba,0,0
dbbabbaa,0,0
ccbabbaa,0,0
dcaccabd,0,0
abbcdbad,0,0
dcbacbab,0,0
eddcbbbe,1,1
abcccbbd,0,0
dbbccbbd,0,0
ccbcccad,0,0
cbbacbaa,0,0
abbddbad,0,0
cbccabac,0,0
cabbcbab,0,0
eddaebae,2,1
dcbccbbd,0,0
dddabaac,1,1
ccbacbaa,0,0
eddddaae,1,1
acbacbab,0,0
abbadbab,0,0
dcdbdbcc,0,0
bbcbbbaa,0,0
eddaebae,2,1
acbbcbaa,0,0
bbbabcab,0,0
eddbdcad,1,1
bcaabaaa,0,0
bcaacbaa,0,0
eddaebae,2,1
accacbab,0,0
ddbcccbd,0,0
cbacabad,0,0
dbbccbad,0,0
cbcccabd,0,0
cbbccbad,0,0
babcbbad,0,0
cbaaccab,0,0
edddecce,2,1
cabcbbad,0,0
dcaabccb,0,0
bbaabcba,0,0
ddbcccbe,0,1
abccabad,0,0
ccbadaab,0,0
cbbbcbaa,0,0
eddacbac,1,1
bcbcbbad,0,0
bcacabad,0,0
bbaabbba,0,0
dcbababa,0,0
eddaaaac,1,1
adbdbcad,0,0
babacaaa,0,0
bacabbaa,0,0
abacabbd,0,0
ddaccbad,0,0
dabadaab,0,0
edddebae,2,1
abbabaaa,0,0
eddcbbce,1,1
ddcabcab,0,0
bcbcdbad,0,0
ccbbdbab,0,0
ddbaddcc,0,1
dcbccaad,0,0
adbcbdad,0,0
abbaabaa,0,0
ddccccce,0,1
ddacbbbd,0,0
dddcabae,1,1
dddccbae,1,1
accbccbb,0,0
eddcecae,2,1
acaaabca,0,0
ccbacbaa,0,0
babacbaa,0,0
abbababa,0,0
abbbbaaa,0,0
dbbccbad,0,0
eddccaae,1,1
ccaaabaa,0,0
bbbccbad,0,0
ccbcbdad,0,0
abbccbbd,0,0
cdabcbcb,0,0
cbbacbab,0,0
eddacbbc,1,1
bbbabcbb,0,0
eddcebae,2,1
cbbcaacd,0,0
bbaababa,0,0
cbbaccaa,0,0
eddcbcce,1,1
cabacbab,0,0
aaacabac,0,0
edddecbe,2,1
acbabaaa,0,0
eddcebae,2,1
eddcebae,2,1
acbacbaa,0,0
acbabaab,0,0
acaccaad,0,0
ccaaaaaa,0,0
acbadabb,0,0
eddcecbe,2,1
bbbadabb,0,0
dbbcabad,0,0
dbbccaad,0,0
eddceaae,2,1
cbbacbba,0,0
cbbabbaa,0,0
abbccbad,0,0
ddababaa,0,0
dcbcbabd,0,0
eddcbbae,1,1
ddbcdbbe,0,1
cbbaeaab,0,0
edddebae,2,1
dddbbbac,1,1
daabbbaa,0,0
cbaabaaa,0,0
bcbabaaa,0,0
abbaccaa,0,0
abacbaad,0,0
bcbabbaa,0,0
eddceabe,2,1
edddaaae,1,0
bcaaabaa,0,0
ddbcccbe,0,1
dbaaccbb,0,0
cbbaabab,0,0
cbccbbad,0,0
cbbcdbbd,0,0
eddccbbe,1,1
babadaaa,0,0
dbcdcbbd,0,0
ddbaccac,0,1
dccccaad,0,0
bbbcbbbd,0,0
abbbdaab,0,0
acbacbbb,0,0
dddabbac,1,1
cbbabbaa,0,0
bbbabbaa,0,0
bbbbdbaa,0,0
dddacbac,1,1
eddccbbe,1,1
eddaebae,2,1
aabaaaaa,0,0
cbcddbad,0,0
cbcceaad,0,0
cdbcbbbd,0,0
ddaccbcd,0,0
abbabcaa,0,0
dccadaab,0,0
eddcccae,1,1
bbbccbad,0,0
cbbdbdbd,0,0
abbabbaa,0,0
bbbcaaac,0,0
cbbadaab,0,0
eddabacc,1,1
abaaabaa,0,0
cbbcbaad,0,0
edddbbbe,1,1
dddcccae,1,1
bbbabbaa,0,0
aabadaab,0,0
cbbccbad,0,0
bbbadbaa,0,0
edddbbae,1,2
eddaedbe,2,1
bbbbabba,0,0
eddacbac,1,1
eddaebce,2,1
dddadbbc,1,1
bbbabaaa,0,0
dddcdbae,1,1
dcbabbbb,0,0
dcaaeabb,0,0
bcacabcd,0,0
cabacbbb,0,0
dbbddcbd,0,0
edddebae,2,1
dcaccbad,0,0
cabcbbad,0,0
eddaebbe,2,1
abbcabbd,0,0
bbadbbad,0,0
cbbadbab,0,0
bbbcbbad,0,0
adbbbaaa,0,0
bbacaaad,0,0
dbbadbab,0,0
bcbccbad,0,0
bbacdaad,0,0
cdaabbaa,0,0
cccbbbaa,0,0
dbaabcab,0,0
abbabbba,0,0
eddbebae,2,1
dddabbac,1,1
eddbdbac,1,1
ddaaccbb,0,0
cbcabbaa,0,0
abbcccad,0,0
cdccbbad,0,0
cdbcabbd,0,0
cbacbbad,0,0
dbccbbad,0,0
eddaabac,1,1
bbaaabaa,0,0
dabaabaa,0,0
acaacbaa,0,0
ddbadbbb,0,0
eddccbbe,1,1
cbadbbbd,0,0
abbcbbad,0,0
bbacbbad,0,0
ccacbbad,0,0
eddadbac,1,1
abbabbaa,0,0
ddbacbbb,0,0
edddecce,1,1
eddaeaae,2,1
eddcebae,2,1
dcbacbab,0,0
ddbccbbd,0,0
acbabbaa,0,0
abbabbaa,0,0
bbbacbab,0,0
eddadccc,1,1
dcbadbbb,0,0
cbbcbbad,0,0
dddcabae,1,1
dcbadbab,0,0
abbabbba,0,0
ccccbbbd,0,0
acbdbcad,0,0
bbbabbaa,0,0
abbcaaad,0,0
aabcbaad,0,0
babccdad,0,0
cbbababa,0,0
ccadabad,0,0
abaacaaa,0,0
dcbcdbad,0,0
eddaebbe,2,1
cbbcdbad,0,0
dcbcdbae,0,0
dbcadbab,0,0
abacccad,0,0
dddabbac,1,1
eddaebbe,2,1
dcbdacbd,0,0
cbaccbbd,0,0
eddbebbe,2,1
caccbdcd,0,0
abbccaad,0,0
abbabbaa,0,0
cbbacbbb,0,0
acbaabaa,0,0
abbabbaa,0,0
cccbbcaa,0,0
dabdcbad,0,0
ddbcccbd,0,0
eddaecbe,2,1
babcaaac,0,0
cabccaad,0,0
dcbdcbad,0,0
eddcebae,2,1
aabaabaa,0,0
abacbbbd,0,0
eddcebce,2,1
bbcddaad,0,0
eddcbbae,1,1
acbabbca,0,0
cdacbcad,0,0
bbbbabaa,0,0
eddabbbc,1,1
bbacbbad,0,0
dbbcbcbd,0,0
abcabaab,0,0
ccbcbbad,0,0
dddcbbae,1,1
acbaabaa,0,0
eddceaae,2,1
bcbbcbab,0,0
cbbdcbbd,0,0
ccbadbab,0,0
ccbcaaad,0,0
bbbcabad,0,0
ddcbcbbb,0,0
eddcebae,2,1
bbbcbbad,0,0
bbaacbab,0,0
cdbcbbbd,0,0
dcbabcab,0,0
edbcedbe,0,1
bcacdbad,0,0
babacaab,0,0
abbaaaaa,0,0
cbbbcbaa,0,0
eddaeaae,2,1
eddbcaac,1,1
baaadbaa,0,0
eddbbbac,1,1
bbacbbad,0,0
bacacaab,0,0
cdbacaab,0,0
dbbaebab,0,0
ddbadbab,0,0
bcbbbaaa,0,0
abbaccaa,0,0
ccbdbdad,0,0
bbbaabba,0,0
cdbdcaad,0,0
cbbaccab,0,0
acbcbcad,0,0
cbccabad,0,0
bbbcdbad,0,0
dddcbbae,1,1
cccbbbaa,0,0
caaadbaa,0,0
abacabac,0,0
cbaacbaa,0,0
eddaebce,2,1
abacbcad,0,0
acbcbbad,0,0
cbbacbaa,0,0
edddcaae,1,2
aababbaa,0,0
dcaaebbb,0,0
cdbabcba,0,0
dbbacbcb,0,0
ccbdbbad,0,0
eddcecbe,2,1
abbccdad,0,0
eddaebae,2,1
eddaebae,2,1
dcaaebab,0,0
bbbabbba,0,0
ccbcebad,0,0
babadaab,0,0
eddcebae,2,1
dcacacbd,0,0
dcbadbab,0,0
bbbaabaa,0,0
acacbbad,0,0
bbaabbaa,0,0
ccbaabcb,0,0
eddacbcc,1,1
cbaccbad,0,0
ddaacbbb,0,0
eddaebae,2,1
bbacbbad,0,0
bbcadbab,0,0
dcbcabbd,0,0
dbbcadbd,0,0
dcaaccbb,0,0
bbbcbbad,0,0
abacdbad,0,0
aabbbbaa,0,0
ddadddce,0,2
bcadaaad,0,0
cbbabaca,0,0
cbbabcca,0,0
abbcbbad,0,0
abaabaaa,0,0
cabcdbad,0,0
cdaacaab,0,0
abbacaaa,0,0
dcaacbaa,0,0
eddcebae,2,1
abbaabaa,0,0
abbcabad,0,0
bcaccaad,0,0
eddaecae,2,1
ddcdedce,0,0
eddaebae,2,1
ddaabbab,0,0
ccbaaaaa,0,0
dbacddad,0,0
ccbcbcbd,0,0
abbcbbad,0,0
cbbabaaa,0,0
dddcabae,1,1
abaccbad,0,0
abbabbaa,0,0
bcbaabaa,0,0
bbaccbad,0,0
cbaabbaa,0,0
abbbcbab,0,0
abcaaaca,0,0
bbbcabad,0,0
bbbcabac,0,0
bbaabaaa,0,0
ccbabbaa,0,0
caaababa,0,0
eddabbac,1,1
bcbcdaad,0,0
baaabbba,0,0
cdbcbbbd,0,0
dbccaaad,0,0
bcccbbad,0,0
cacbeaab,0,0
eddaebae,2,1
eddbecae,2,1
cdbcccbd,0,0
abbbcaab,0,0
eddbbaac,1,1
ccbadbab,0,0
eddcabae,1,1
abacbbad,0,0
eddceabe,2,1
dcbbcdab,0,0
eddbecbe,2,1
eddcebae,2,1
bbbabbaa,0,0
cbbacbab,0,0
dbbcdbad,0,0
bcbacbab,0,0
dcaaaabb,0,0
acbcdbbd,0,0
eddcebae,2,1
aababaaa,0,0
edddecbe,2,1
dcacbaad,0,0
dddcabae,1,1
abaaaaaa,0,0
acbacbaa,0,0
bcbaabaa,0,0
eddaabbc,1,1
eddaccbc,1,1
edddcbae,1,1
dddccaae,1,1
dcddebad,0,0
bababbaa,0,0
abbcbbad,0,0
bbaddcad,0,0
ddccbcad,0,0
aabaacaa,0,0
abbabbaa,0,0
ddaaabaa,0,0
bbabcbaa,0,0
acbccaad,0,0
dcaabcbb,0,0
dddccaae,1,1
bbbabbaa,0,0
bbacbbad,0,0
babadbbb,0,0
bcacabad,0,0
cbbaabaa,0,0
bcacbbad,0,0
ccbcabbd,0,0
eddcecae,2,1
dcbacbab,0,0
bcaaabba,0,0
cbadbbad,0,0
bbbacaaa,0,0
babacbaa,0,0
eddacbac,1,1
ddddbbae,1,0
eddccbae,1,1
eddaeaae,2,1
abbabbba,0,0
dcbbdcbc,0,0
acbababa,0,0
cbbaccab,0,0
cbbcaaad,0,0
dcccdaad,0,0
bbbadbab,0,0
bbbcabad,0,0
cdaaaaaa,0,0
eddaeaae,2,1
ddccdcce,0,0
ddbbeccc,0,1
bbbdcbbd,0,0
ccbaabba,0,0
eddcbcae,1,1
eddcdcbe,1,1
bbbabcaa,0,0
cdaaaaca,0,0
ccaccbad,0,0
abacbbad,0,0
dcbcbbbd,0,0
dddcbbae,1,1
eddccbae,1,1
cbbaaaaa,0,0
ccbcbbad,0,0
aacadbab,0,0
abaacaaa,0,0
ddbcdbbd,0,0
eccbbbbb,0,0
dddccaae,1,1
abbacaaa,0,0
bcaccaad,0,0
eddccbbe,1,1
acacbbad,0,0
ccbcbcbd,0,0
cbaadbab,0,0
ccbabbaa,0,0
bbbcbdad,0,0
dccdedce,0,0
cbbcdbad,0,0
eddceaae,2,1
acbcbbad,0,0
cbbdbcad,0,0
edddecce,1,1
bcccccad,0,0
dcaaccaa,0,0
bbbcbbad,0,0
eddcdabe,1,1
dcacaabd,0,0
abbacbab,0,0
adbcbbad,0,0
dcacccce,0,0
dbbccbad,0,0
baacbbad,0,0
bbbaabaa,0,0
ccbadbab,0,0
dcbaccab,0,0
acbaaaaa,0,0
cbccabad,0,0
bcbcbbad,0,0
eddaebae,2,1
eddcebae,2,1
edccdcbe,0,1
ddcddbbe,0,0
cbbacbcb,0,0
abbacaaa,0,0
cccddaad,0,0
bcaacacb,0,0
dccaccab,0,0
dddadbbc,1,1
eddbebbe,2,1
bcaadbaa,0,0
eddcebae,2,1
bbacbbad,0,0
ccbbcaba,0,0
dabcbabd,0,0
eddaebae,2,1
cbacbaad,0,0
cbbabbaa,0,0
bcbcabad,0,0
eddddbce,1,1
bbbcabad,0,0
bcacbaad,0,0
edddebae,2,1
daccbbad,0,0
ddbdbbcd,0,0
bbbacbba,0,0
abcabaaa,0,0
bcbabbab,0,0
abbbcaab,0,0
baacbcad,0,0
aaaacaaa,0,0
abacacad,0,0
abcacbab,0,0
eddabbac,1,1
abbabbaa,0,0
acbcbbad,0,0
ccaacaaa,0,0
dccddbad,0,0
eddacbac,1,1
dbaaabbb,0,0
dddadabc,1,0
adaacaaa,0,0
bbaaabba,0,0
aabcbbad,0,0
acacbbad,0,0
ddbaddbc,0,0
acbacbab,0,0
dcccdcbd,0,0
ddcaacbc,0,0
acbcbbad,0,0
abbcabad,0,0
ddaacbcb,0,0
aaaaabaa,0,0
acbdaaad,0,0
eddceabe,2,1
ddbaddcc,0,1
ccbbdbab,0,0
abcabaaa,0,0
abacabad,0,0
bcbcbbad,0,0
cbbabcbb,0,0
aabcabad,0,0
bcbacbab,0,0
bcabbdab,0,0
ddcbdcbc,0,1
bccabbba,0,0
dbbdcaad,0,0
aacbbbaa,0,0
bcacbaad,0,0
cbbabcaa,0,0
bbaccbad,0,0
bdbcabbd,0,0
bbbcdbad,0,0
eddcebbe,2,1
acbdbbad,0,0
dcacabac,0,0
dddcbaae,1,1
eddaebae,2,1
acacaaad,0,0
dbcadbab,0,0
eddcedae,2,1
abadbbbd,0,0
bbbacbaa,0,0
cbaccbad,0,0
eddbebae,2,1
eddaeaae,2,1
acccbbad,0,0
cbbaabba,0,0
eddcbabe,1,1
eddaecce,2,1
eddcecbe,2,1
ddadcbce,0,1
ccdbcbab,0,0
ddbadccc,0,1
abacabad,0,0
eddacabc,1,1
edddebae,2,1
bbcadaab,0,0
dddaabac,1,1
edcadbac,0,1
eddccace,1,1
eddaeaae,2,1
dddcabae,1,1
cccacbbb,0,0
eddaeaae,2,1
eddbebbe,2,1
ddacccbe,0,1
dcacbbad,0,0
bcbdcaad,0,0
cbbcabad,0,0
eddcbbbe,1,1
eddabbac,1,1
abbdbbad,0,0
dccbdbab,0,0
eddcebbe,2,1
acabaaaa,0,0
abaccbad,0,0
dbacabbd,0,0
acadcbad,0,0
babdbbad,0,0
dbbccbad,0,0
bbbccaad,0,0
dbbcdcad,0,0
ddccccad,0,0
ddbaddcc,0,1
abbcbbad,0,0
ccbaecab,0,0
cccabbaa,0,0
baadcaad,0,0
ccbabbaa,0,0
bcacbcad,0,0
dcbadbab,0,0
ddddabae,1,2
eddcebbe,2,1
cbbcaaac,0,0
dddccbae,1,1
eddcebce,2,1
ccbacbaa,0,0
eddacbac,1,1
edddabae,1,2
abbacbaa,0,0
eddbdbac,1,1
ddbcbbbd,0,0
cbaabbaa,0,0
eddaebae,2,1
ecbbcdcc,0,2
ccbabdab,0,0
cbaabbaa,0,0
cbbacbab,0,0
eddaeaae,2,1
dddacbcb,0,0
cbcadbab,0,0
edddebae,2,1
eddbedbd,1,1
bcbcabad,0,0
bcbdabac,0,0
adaabbaa,0,0
dbbabbaa,0,0
abccbaad,0,0
bbbddaad,0,0
eddcebae,2,1
edddebae,2,1
eddceabe,2,1
bbbadbaa,0,0
cdccbbbd,0,0
bbbabaaa,0,0
edcbdccc,0,1
dcccdbae,0,0
abbabbaa,0,0
aaacbaad,0,0
ccbcdaad,0,0
eddcbbce,1,1
cbbcaaad,0,0
eddcebae,2,1
cbaacaaa,0,0
ccbadcab,0,0
abbaebab,0,0
babccaad,0,0
eddacbac,1,1
aabccabd,0,0
